,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
942,2016006,13,16,18,20,28,31,12,8亿8048万7026元,2,"10,000,000",93,"299,879","357,519,610",2016-01-14
943,2016005,11,14,18,20,31,33,14,8亿1682万0648元,56,"5,280,769",55,"357,342","347,622,842",2016-01-12
944,2016004,08,10,17,22,25,33,12,10亿5358万2237元,9,"7,069,276",299,"77,857","376,467,244",2016-01-10
945,2016003,01,10,14,23,26,28,01,10亿4736万7656元,12,"6,751,087",170,"154,507","351,825,302",2016-01-07
946,2016002,09,14,17,20,24,30,16,10亿4958万1785元,5,"8,790,536",231,"102,557","343,096,096",2016-01-05
947,2016001,06,13,16,18,20,22,13,10亿2246万1915元,5,"9,582,130",154,"185,963","388,445,976",2016-01-03
948,2015154,07,09,11,15,18,25,07,9亿8445万7630元,13,"6,389,418",120,"188,150","364,605,498",2015-12-31
949,2015153,08,11,15,22,27,29,03,9亿9978万5925元,15,"6,165,149",143,"152,773","348,341,018",2015-12-29
950,2015152,11,18,19,21,29,32,12,10亿2672万3516元,14,"6,193,104",102,"204,699","392,322,240",2015-12-27
951,2015151,05,06,08,23,31,32,11,10亿5078万9000元,5,"8,865,922",74,"326,513","350,309,390",2015-12-24
952,2015150,01,03,08,11,29,31,13,10亿2263万2570元,1,"10,000,000",225,"106,234","333,813,118",2015-12-22
953,2015149,09,10,20,21,22,33,09,9亿6092万4480元,40,"5,301,535",340,"44,343","368,458,204",2015-12-20
954,2015148,09,13,14,22,26,27,07,11亿2775万5566元,18,"5,603,016",298,"45,529","330,278,892",2015-12-17
955,2015147,08,09,16,23,24,30,05,11亿8790万6265元,29,"5,490,089",181,"63,623","331,495,570",2015-12-15
956,2015146,16,17,21,28,30,32,15,13亿0757万1540元,3,"15,000,000",73,"404,824","368,273,034",2015-12-13
957,2015145,07,08,15,19,20,24,13,12亿4891万5010元,14,"11,042,866",143,"127,623","327,973,844",2015-12-10
958,2015144,01,04,07,15,28,32,16,12亿7876万4676元,6,"13,347,680",110,"228,250","330,530,758",2015-12-08
959,2015143,13,15,19,20,21,32,04,12亿5352万7944元,6,"13,732,678",75,"373,267","363,104,978",2015-12-06
960,2015142,13,17,19,20,22,25,11,12亿2193万8746元,2,"15,000,000",66,"339,541","326,956,020",2015-12-03
961,2015141,03,08,19,25,27,28,02,11亿7470万9536元,8,"11,187,578",173,"68,646","329,544,366",2015-12-01
962,2015140,06,20,28,29,30,31,12,11亿8858万2820元,5,"13,972,740",131,"189,539","363,959,858",2015-11-29
963,2015139,01,10,13,18,25,27,09,11亿5895万7645元,5,"11,728,461",91,"118,712","323,569,236",2015-11-26
964,2015138,01,02,08,16,19,24,11,11亿6019万1307元,11,"11,032,096",108,"131,401","317,036,346",2015-11-24
965,2015137,14,22,23,27,28,31,12,11亿8397万0392元,2,"15,000,000",74,"312,975","357,991,902",2015-11-22
966,2015136,02,05,12,23,28,29,01,11亿3448万9732元,3,"15,000,000",183,"143,147","332,169,672",2015-11-19
967,2015135,01,12,14,18,26,32,07,10亿8590万2032元,6,"12,239,746",85,"197,624","323,653,256",2015-11-17
968,2015134,02,05,14,19,27,31,04,10亿7894万6224元,4,"15,000,000",198,"137,589","359,304,970",2015-11-15
969,2015133,02,03,13,20,22,24,15,10亿3721万8347元,3,"15,000,000",78,"325,494","318,320,120",2015-11-12
970,2015132,03,05,11,28,30,33,01,9亿9105万2692元,7,"12,829,235",72,"343,830","324,697,916",2015-11-10
971,2015131,10,12,13,19,22,26,03,9亿7158万9906元,7,"12,572,255",100,"225,072","352,871,146",2015-11-08
972,2015130,06,14,15,16,17,22,10,9亿5707万4000元,5,"13,469,588",179,"121,144","329,910,968",2015-11-05
973,2015129,05,08,11,16,18,27,04,9亿3436万7160元,2,"15,000,000",122,"177,273","330,274,852",2015-11-03
974,2015128,01,03,08,11,22,28,06,8亿8948万4982元,17,"6,078,953",188,"121,956","353,929,358",2015-11-01
975,2015127,07,10,19,22,27,33,06,9亿2404万3914元,18,"8,214,795",99,"162,453","323,385,694",2015-10-29
976,2015126,10,11,15,20,23,29,12,9亿7866万1552元,11,"11,422,859",290,"67,463","321,292,184",2015-10-27
977,2015125,05,13,22,27,30,33,10,9亿9062万0057元,7,"7,002,860",69,"253,985","342,693,238",2015-10-25
978,2015124,02,03,05,12,18,27,01,9亿8706万4991元,11,"6,650,569",117,"193,977","314,656,346",2015-10-22
979,2015123,05,08,09,12,22,28,07,9亿9213万5264元,8,"6,960,182",263,"74,531","312,976,520",2015-10-20
980,2015122,05,07,11,16,22,25,07,9亿8901万1240元,14,"5,486,082",178,"47,789","340,964,698",2015-10-18
981,2015121,01,03,20,21,28,29,12,10亿4029万7060元,4,"9,842,976",69,"350,940","311,696,404",2015-10-15
982,2015120,16,21,24,26,27,29,16,10亿0702万4322元,1,"10,000,000",136,"143,440","306,978,816",2015-10-13
983,2015119,02,08,10,18,23,31,08,9亿5850万0564元,6,"7,323,016",112,"155,559","336,177,996",2015-10-11
984,2015118,01,04,11,21,23,31,12,9亿5017万0804元,11,"6,660,657",52,"439,116","302,094,780",2015-10-08
985,2015117,04,11,12,18,26,32,12,9亿5493万5922元,3,"10,000,000",85,"242,823","276,307,776",2015-10-06
986,2015116,04,06,15,23,26,28,11,9亿2301万5828元,7,"7,393,402",153,"136,877","298,345,670",2015-10-04
987,2015115,01,07,08,14,24,32,03,9亿1194万2840元,10,"5,332,324",114,"36,439","275,624,372",2015-10-01
988,2015114,04,07,09,13,21,26,01,9亿5280万3917元,13,"6,206,821",259,"75,717","297,013,542",2015-09-29
989,2015113,01,05,07,08,19,27,12,9亿7466万0050元,7,"7,964,833",177,"146,566","337,101,348",2015-09-27
990,2015112,01,03,10,19,20,27,11,9亿5258万7008元,4,"8,273,625",126,"129,905","306,859,802",2015-09-24
991,2015111,08,14,16,18,20,30,12,9亿3657万7124元,7,"7,615,667",142,"161,176","307,364,620",2015-09-22
992,2015110,05,07,16,17,22,23,04,9亿2122万5536元,11,"6,534,179",189,"111,613","340,689,020",2015-09-20
993,2015109,01,08,09,16,32,33,13,9亿2981万6615元,7,"7,968,426",132,"196,770","317,531,670",2015-09-17
994,2015108,02,12,19,22,24,27,15,9亿0767万4399元,9,"6,645,746",136,"136,137","309,769,258",2015-09-15
995,2015107,07,14,16,18,21,25,08,9亿1194万2185元,7,"6,913,101",96,"174,371","337,547,646",2015-09-13
996,2015106,01,03,04,23,31,32,13,9亿1011万4980元,6,"7,715,174",84,"242,426","305,793,682",2015-09-10
997,2015105,09,10,16,19,20,26,12,8亿9531万4612元,12,"6,067,588",180,"88,965","304,229,202",2015-09-08
998,2015104,09,18,21,23,25,26,01,9亿2008万4183元,0,0,87,"317,906","332,604,432",2015-09-06
999,2015103,06,08,13,26,30,32,14,,3,"9,692,574",138,"127,515","284,270,680",2015-09-03
